User_ID,Session_ID,Event,Device,Region,Channel,Product_Category,Revenue,Bounce_Flag,timestamp
USR00693,SES00693,browse,Tablet,Unknown,"Social Media",Sports,0.0,yes,"2025-10-13 01:50:50"
USR00698,SES00698,browse,Desktop,East,"Social Media",Electronics,0.0,yes,"2025-10-19 23:21:44"
USR00702,SES00702,browse,Tablet,West,"Google Ads",Fashion,0.0,yes,"2025-10-26 01:52:06"
USR00703,SES00703,browse,Tablet,East,"Social Media",Sports,0.0,yes,"2025-10-20 00:00:00"
USR00704,SES00704,checkout,Desktop,South,"Google Ads",Electronics,0.0,yes,"2025-10-16 04:15:21"
USR00705,SES00705,browse,Desktop,North,"Google Ads",Home,0,yes,"2025-10-14 08:52:22"
USR00712,SES00712,add_to_cart,Desktop,East,Organic,Sports,0.0,yes,"2025-10-07 09:58:47"
USR00720,SES00720,add_to_cart,Unknown,North,Email,Beauty,0.0,yes,"2025-10-17 07:20:23"
USR00725,SES00725,add_to_cart,Tablet,South,"Google Ads",Beauty,0.0,yes,"2025-10-19 16:31:13"
USR00726,SES00726,browse,Tablet,East,"Social Media",Home,0.0,yes,"2025-10-12 21:21:03"
USR00728,SES00728,checkout,Tablet,North,Organic,Home,0.0,yes,"2025-10-24 04:18:13"
USR00729,SES00729,add_to_cart,Mobile,West,Email,Electronics,0.0,yes,"2025-10-13 14:35:57"
USR00731,SES00731,checkout,Tablet,North,Organic,Home,0.0,yes,"2025-10-13 17:49:15"
USR00733,SES00733,browse,Mobile,North,Email,Home,0.0,yes,"2025-10-05 17:54:25"
USR00735,SES00735,add_to_cart,Desktop,West,Email,Beauty,0.0,yes,"2025-10-17 09:03:51"
USR00736,SES00736,add_to_cart,Tablet,North,Organic,Sports,0.0,yes,"2025-10-15 18:03:55"
USR00738,SES00738,checkout,Desktop,West,"Google Ads",Electronics,0.0,no,"2025-10-23 22:00:12"
USR00745,SES00745,browse,Mobile,North,"Google Ads",Beauty,0.0,yes,"2025-10-25 05:27:39"
USR00748,SES00748,add_to_cart,Mobile,South,Email,Home,0.0,yes,"2025-10-21 05:22:00"
USR00749,SES00749,add_to_cart,Tablet,North,Email,Beauty,0.0,yes,"2025-10-07 09:47:43"
USR00751,SES00751,add_to_cart,Desktop,North,"Google Ads",Sports,0.0,yes,"2025-10-08 01:36:34"
USR00752,SES00752,add_to_cart,Desktop,South,"Social Media",Beauty,0.0,yes,"2025-10-14 04:18:23"
USR00753,SES00753,add_to_cart,Mobile,North,"Google Ads",Beauty,0.0,yes,"2025-10-25 10:43:38"
USR00754,SES00754,add_to_cart,Tablet,North,Email,Home,0.0,no,"2025-10-14 00:28:26"
USR00760,SES00760,checkout,Mobile,West,Organic,Sports,0.0,yes,"2025-10-09 18:02:43"
USR00762,SES00762,browse,Unknown,East,Email,Home,0.0,yes,"2025-10-22 06:45:00"
USR00765,SES00765,browse,Mobile,East,"Social Media",Home,0.0,yes,"2025-10-20 07:15:38"
USR00768,SES00768,browse,Desktop,West,Email,Beauty,0.0,yes,"2025-10-28 04:17:02"
USR00773,SES00773,browse,Mobile,East,Email,Electronics,0.0,yes,"2025-10-21 13:04:57"
USR00776,SES00776,add_to_cart,Mobile,West,"Google Ads",Electronics,0.0,yes,"2025-10-20 00:00:00"
USR00778,SES00778,purchase,Desktop,Unknown,Organic,Home,868.17,no,"2025-10-26 19:05:19"
USR00780,SES00780,checkout,Mobile,East,Organic,Fashion,0,yes,"2025-10-16 12:45:19"
USR00781,SES00781,browse,Desktop,North,Email,Electronics,0.0,yes,"2025-10-07 12:44:31"
USR00783,SES00783,add_to_cart,Mobile,West,"Google Ads",Fashion,0.0,yes,"2025-10-26 05:48:26"
USR00785,SES00785,add_to_cart,Mobile,East,Organic,Beauty,0.0,no,"2025-10-03 00:02:01"
USR00789,SES00789,browse,Mobile,North,Organic,Electronics,0.0,yes,"2025-10-20 00:00:00"
USR00791,SES00791,browse,Desktop,South,"Social Media",Electronics,0.0,yes,"2025-10-21 10:00:39"
USR00795,SES00795,add_to_cart,Desktop,North,"Google Ads",Sports,0.0,yes,"2025-10-25 18:09:50"
USR00796,SES00796,checkout,Tablet,South,"Google Ads",Beauty,0.0,no,"2025-10-20 00:00:00"
USR00798,SES00798,checkout,Desktop,East,"Social Media",Fashion,0.0,yes,"2025-10-26 08:03:42"
USR00803,SES00803,browse,Desktop,East,"Social Media",Sports,0.0,yes,"2025-10-27 14:23:44"
USR00812,SES00812,add_to_cart,Unknown,South,Organic,Home,0.0,no,"2025-10-05 00:41:22"
USR00813,SES00813,browse,Unknown,West,Email,Sports,0.0,yes,"2025-10-05 06:54:43"
USR00816,SES00816,checkout,Mobile,West,Organic,Home,0.0,no,"2025-10-10 05:19:23"
USR00823,SES00823,add_to_cart,Desktop,East,"Social Media",Beauty,0.0,yes,"2025-10-23 00:22:43"
USR00825,SES00825,add_to_cart,Desktop,South,"Google Ads",Beauty,0,yes,"2025-10-22 00:29:50"
USR00830,SES00830,add_to_cart,Tablet,East,Organic,Beauty,0,yes,"2025-10-26 23:20:07"
USR00831,SES00831,browse,Mobile,Unknown,Organic,Beauty,0.0,yes,"2025-10-16 10:05:25"
USR00832,SES00832,browse,Mobile,Unknown,"Social Media",Electronics,0.0,yes,"2025-10-24 22:31:19"
USR00834,SES00834,purchase,Mobile,North,Email,Sports,1207.84,no,"2025-10-20 08:20:19"
USR00838,SES00838,checkout,Desktop,West,"Social Media",Home,0,no,"2025-10-05 21:41:34"
USR00840,SES00840,add_to_cart,Mobile,East,"Social Media",Beauty,0.0,yes,"2025-10-18 05:21:06"
USR00846,SES00846,add_to_cart,Tablet,West,Email,Beauty,0.0,yes,"2025-10-28 00:05:37"
USR00857,SES00857,browse,Tablet,Unknown,Organic,Sports,0.0,yes,"2025-10-31 08:11:31"
USR00860,SES00860,checkout,Desktop,North,"Social Media",Home,0.0,yes,"2025-10-31 02:40:21"
USR00861,SES00861,add_to_cart,Desktop,South,Organic,Beauty,0.0,yes,"2025-10-09 06:51:57"
USR00865,SES00865,add_to_cart,Mobile,North,"Google Ads",Beauty,0,yes,"2025-10-22 06:41:53"
USR00870,SES00870,browse,Desktop,South,"Social Media",Electronics,0.0,yes,"2025-10-18 03:19:32"
USR00875,SES00875,checkout,Desktop,North,Email,Sports,0,yes,"2025-10-18 21:10:53"
USR00878,SES00878,browse,Mobile,North,"Social Media",Beauty,0.0,yes,"2025-10-28 17:19:19"
USR00881,SES00881,add_to_cart,Mobile,West,"Social Media",Beauty,0.0,yes,"2025-10-30 02:08:46"
USR00892,SES00892,add_to_cart,Mobile,Unknown,Organic,Fashion,0.0,yes,"2025-10-17 02:20:50"
USR00893,SES00893,add_to_cart,Tablet,South,Email,Electronics,0.0,yes,"2025-10-06 10:54:25"
USR00894,SES00894,browse,Desktop,South,Email,Fashion,0.0,yes,"2025-10-23 00:05:41"
USR00895,SES00895,add_to_cart,Tablet,Unknown,"Social Media",Fashion,0.0,yes,"2025-10-19 14:01:26"
USR00897,SES00897,browse,Desktop,West,"Social Media",Home,0.0,yes,"2025-10-29 20:25:39"
USR00901,SES00901,browse,Desktop,East,Organic,Fashion,0.0,no,"2025-10-08 14:47:50"
USR00903,SES00903,browse,Mobile,South,Email,Sports,0.0,yes,"2025-10-06 08:04:12"
USR00905,SES00905,add_to_cart,Mobile,West,"Social Media",Electronics,0.0,yes,"2025-10-24 17:41:35"
USR00907,SES00907,browse,Mobile,North,Organic,Beauty,0.0,yes,"2025-10-13 07:09:28"
USR00911,SES00911,add_to_cart,Tablet,South,Email,Sports,0,yes,"2025-10-18 11:55:53"
USR00912,SES00912,browse,Mobile,East,"Social Media",Fashion,0.0,yes,"2025-10-30 20:54:58"
USR00914,SES00914,browse,Desktop,East,"Google Ads",Sports,0.0,yes,"2025-10-24 01:27:02"
USR00915,SES00915,browse,Desktop,East,Organic,Beauty,0.0,yes,"2025-10-20 00:00:00"
USR00919,SES00919,add_to_cart,Mobile,South,Email,Home,0.0,yes,"2025-10-16 16:08:15"
USR00923,SES00923,add_to_cart,Unknown,East,Organic,Fashion,0.0,yes,"2025-10-04 19:38:08"
USR00924,SES00924,add_to_cart,Tablet,South,"Google Ads",Home,0.0,yes,"2025-10-03 00:39:04"
USR00925,SES00925,checkout,Desktop,North,Email,Electronics,0.0,no,"2025-10-23 15:39:56"
USR00927,SES00927,browse,Mobile,East,Organic,Electronics,0.0,yes,"2025-10-05 01:41:35"
USR00930,SES00930,add_to_cart,Mobile,North,Email,Home,0.0,yes,"2025-10-23 05:43:10"
USR00932,SES00932,browse,Unknown,West,"Social Media",Home,0.0,yes,"2025-10-20 00:00:00"
USR00933,SES00933,add_to_cart,Desktop,East,Organic,Electronics,0.0,yes,"2025-10-03 18:37:48"
USR00938,SES00938,checkout,Mobile,West,"Google Ads",Fashion,0.0,yes,"2025-10-25 18:29:21"
USR00940,SES00940,browse,Tablet,South,Organic,Beauty,0.0,yes,"2025-10-26 13:14:34"
USR00941,SES00941,browse,Tablet,North,"Google Ads",Home,0.0,yes,"2025-10-13 10:53:13"
USR00942,SES00942,add_to_cart,Tablet,North,Organic,Home,0.0,no,"2025-10-08 16:17:34"
USR00944,SES00944,add_to_cart,Unknown,South,Email,Electronics,0.0,no,"2025-10-06 03:48:37"
USR00949,SES00949,checkout,Mobile,West,"Social Media",Electronics,0.0,yes,"2025-10-10 22:10:14"
USR00954,SES00954,browse,Mobile,East,"Google Ads",Home,0.0,yes,"2025-10-09 08:51:36"
USR00956,SES00956,add_to_cart,Unknown,South,"Social Media",Sports,0.0,yes,"2025-10-14 12:31:30"
USR00957,SES00957,checkout,Desktop,South,"Social Media",Electronics,0.0,yes,"2025-10-05 00:52:05"
USR00958,SES00958,checkout,Mobile,East,"Google Ads",Sports,0,yes,"2025-10-01 21:06:32"
USR00959,SES00959,browse,Desktop,West,"Social Media",Fashion,0,yes,"2025-10-29 20:42:47"
USR00962,SES00962,browse,Mobile,North,"Google Ads",Home,0.0,no,"2025-10-11 10:36:24"
USR00966,SES00966,browse,Mobile,Unknown,Organic,Sports,0.0,no,"2025-10-15 08:57:36"
USR00969,SES00969,checkout,Mobile,West,Email,Fashion,0.0,yes,"2025-10-07 13:08:00"
USR00971,SES00971,add_to_cart,Tablet,West,"Social Media",Fashion,0.0,yes,"2025-10-20 00:00:00"
USR00972,SES00972,purchase,Desktop,East,"Google Ads",Beauty,974.68,no,"2025-10-25 16:38:25"
USR00976,SES00976,add_to_cart,Desktop,North,Email,Beauty,0.0,yes,"2025-10-28 17:07:59"
USR00977,SES00977,browse,Tablet,East,"Social Media",Electronics,0.0,yes,"2025-10-19 12:19:05"
USR00979,SES00979,purchase,Tablet,Unknown,Organic,Electronics,1998.51,no,"2025-10-25 10:11:05"
USR00980,SES00980,purchase,Unknown,West,Organic,Sports,497.87,no,"2025-10-27 13:02:25"
USR00981,SES00981,browse,Desktop,South,Email,Fashion,0,no,"2025-10-15 19:07:28"
USR00982,SES00982,browse,Desktop,West,Email,Electronics,0,yes,"2025-10-24 04:44:42"
USR00985,SES00985,browse,Desktop,North,"Google Ads",Beauty,0.0,yes,"2025-10-25 11:46:24"
USR00986,SES00986,browse,Desktop,West,"Google Ads",Electronics,0.0,yes,"2025-10-19 15:03:33"
USR00987,SES00987,add_to_cart,Tablet,North,Email,Beauty,0.0,yes,"2025-10-08 04:46:39"
USR00988,SES00988,add_to_cart,Desktop,North,"Social Media",Home,0.0,yes,"2025-10-29 20:09:38"
USR00994,SES00994,add_to_cart,Desktop,East,Email,Sports,0.0,no,"2025-10-19 09:36:45"
USR00995,SES00995,browse,Desktop,South,Email,Beauty,0.0,yes,"2025-10-24 04:46:24"
USR00997,SES00997,browse,Mobile,West,Organic,Home,0.0,yes,"2025-10-08 04:01:32"
USR00998,SES00998,browse,Tablet,West,Organic,Fashion,0,yes,"2025-10-06 21:55:07"
USR01001,SES01001,add_to_cart,Tablet,East,Organic,Sports,0.0,yes,"2025-10-27 15:59:04"
USR01003,SES01003,browse,Desktop,West,"Google Ads",Beauty,0.0,yes,"2025-10-13 21:27:21"
USR01005,SES01005,browse,Unknown,East,"Google Ads",Beauty,0.0,yes,"2025-10-07 07:44:00"
USR01007,SES01007,purchase,Tablet,East,"Google Ads",Fashion,1853.04,no,"2025-10-28 13:43:26"
USR01009,SES01009,browse,Tablet,Unknown,"Social Media",Sports,0.0,yes,"2025-10-02 11:06:55"
USR01010,SES01010,checkout,Desktop,North,Email,Home,0.0,no,"2025-10-06 18:37:23"
USR01011,SES01011,purchase,Unknown,North,Email,Home,733.2,no,"2025-10-06 21:38:32"
USR01014,SES01014,add_to_cart,Desktop,North,"Google Ads",Electronics,0.0,yes,"2025-10-18 05:03:30"
USR01015,SES01015,browse,Desktop,West,Email,Electronics,0.0,yes,"2025-10-13 13:59:24"
USR01017,SES01017,checkout,Tablet,East,"Google Ads",Fashion,0.0,yes,"2025-10-04 01:41:28"
USR01018,SES01018,browse,Tablet,East,Email,Electronics,0.0,yes,"2025-10-18 04:04:35"
USR01019,SES01019,add_to_cart,Tablet,West,Organic,Fashion,0.0,yes,"2025-10-05 22:29:45"
USR01020,SES01020,browse,Mobile,East,"Google Ads",Home,0.0,yes,"2025-10-26 08:42:36"
USR01021,SES01021,add_to_cart,Mobile,South,"Google Ads",Sports,0.0,yes,"2025-10-20 04:26:16"
USR01022,SES01022,add_to_cart,Tablet,North,"Social Media",Home,0,no,"2025-10-20 00:00:00"
USR01025,SES01025,add_to_cart,Tablet,South,"Google Ads",Electronics,0.0,yes,"2025-10-14 16:25:53"
USR01030,SES01030,browse,Tablet,East,Organic,Beauty,0.0,yes,"2025-10-29 04:00:33"
USR01031,SES01031,add_to_cart,Tablet,East,Organic,Fashion,0.0,yes,"2025-10-15 12:49:50"
USR01033,SES01033,purchase,Mobile,South,"Google Ads",Beauty,514.92,no,"2025-10-10 05:38:13"
USR01038,SES01038,checkout,Mobile,South,Email,Sports,0.0,yes,"2025-10-04 01:03:54"
USR01039,SES01039,browse,Desktop,South,Organic,Electronics,0.0,yes,"2025-10-12 08:40:46"
USR01040,SES01040,add_to_cart,Mobile,East,Email,Beauty,0.0,yes,"2025-10-30 07:33:42"
USR01041,SES01041,browse,Tablet,North,"Google Ads",Beauty,0.0,yes,"2025-10-10 17:58:27"
USR01044,SES01044,checkout,Tablet,South,"Google Ads",Fashion,0.0,yes,"2025-10-30 05:02:54"
USR01054,SES01054,browse,Mobile,North,Email,Beauty,0.0,yes,"2025-10-20 14:53:48"
USR01055,SES01055,browse,Mobile,East,Email,Beauty,0.0,yes,"2025-10-27 23:31:52"
USR01056,SES01056,browse,Unknown,East,Organic,Beauty,0.0,yes,"2025-10-05 01:39:49"
USR01058,SES01058,checkout,Mobile,South,Organic,Home,0.0,no,"2025-10-25 04:01:03"
USR01059,SES01059,add_to_cart,Mobile,East,"Google Ads",Electronics,0.0,yes,"2025-10-16 20:24:46"
USR01062,SES01062,browse,Tablet,East,"Social Media",Home,0.0,yes,"2025-10-23 14:18:11"
USR01063,SES01063,add_to_cart,Tablet,West,"Google Ads",Fashion,0.0,yes,"2025-10-16 03:54:23"
USR01065,SES01065,browse,Unknown,South,"Google Ads",Fashion,0,yes,"2025-10-25 15:34:51"
USR01067,SES01067,browse,Tablet,East,"Google Ads",Fashion,0.0,yes,"2025-10-07 14:41:06"
USR01068,SES01068,browse,Tablet,South,Organic,Home,0.0,yes,"2025-10-19 08:05:29"
USR01069,SES01069,browse,Mobile,North,Email,Electronics,0,no,"2025-10-05 20:30:31"
USR01070,SES01070,checkout,Desktop,South,Email,Electronics,0.0,yes,"2025-10-02 02:46:10"
USR01072,SES01072,browse,Tablet,South,Organic,Fashion,0.0,yes,"2025-10-13 08:09:53"
USR01077,SES01077,browse,Desktop,West,Organic,Home,0.0,yes,"2025-10-08 06:58:32"
USR01079,SES01079,add_to_cart,Mobile,North,"Social Media",Home,0.0,yes,"2025-10-18 20:37:05"
USR01080,SES01080,purchase,Unknown,East,"Google Ads",Fashion,1466.85,no,"2025-10-23 15:22:35"
USR01081,SES01081,browse,Unknown,West,Email,Beauty,0.0,yes,"2025-10-24 06:44:03"
USR01086,SES01086,checkout,Mobile,West,"Social Media",Fashion,0,yes,"2025-10-17 13:34:19"
USR01088,SES01088,browse,Desktop,North,"Social Media",Electronics,0.0,yes,"2025-10-20 00:00:00"
USR01093,SES01093,checkout,Mobile,South,Organic,Fashion,0.0,yes,"2025-10-18 12:44:47"
USR01095,SES01095,browse,Desktop,South,"Google Ads",Sports,0.0,yes,"2025-10-20 18:07:34"
USR01098,SES01098,checkout,Desktop,Unknown,Email,Fashion,0.0,yes,"2025-10-25 23:09:10"
USR01100,SES01100,browse,Tablet,North,Email,Electronics,0.0,yes,"2025-10-24 12:59:35"
USR01101,SES01101,browse,Tablet,North,"Social Media",Fashion,0.0,yes,"2025-10-15 04:04:25"
USR01107,SES01107,add_to_cart,Tablet,Unknown,"Social Media",Electronics,0.0,yes,"2025-10-20 00:00:00"
USR01108,SES01108,add_to_cart,Mobile,North,"Social Media",Sports,0.0,yes,"2025-10-25 12:15:15"
USR01109,SES01109,checkout,Mobile,North,"Social Media",Electronics,0.0,no,"2025-10-22 21:12:24"
USR01111,SES01111,browse,Unknown,South,Email,Electronics,0.0,yes,"2025-10-23 05:27:05"
USR01113,SES01113,browse,Mobile,West,Organic,Fashion,0.0,yes,"2025-10-30 01:37:28"
USR01115,SES01115,checkout,Tablet,South,"Social Media",Fashion,0.0,yes,"2025-10-11 03:32:06"
USR01118,SES01118,browse,Mobile,East,"Google Ads",Home,0.0,no,"2025-10-13 09:22:19"
USR01122,SES01122,browse,Desktop,East,"Social Media",Electronics,0.0,yes,"2025-10-24 16:50:40"
USR01125,SES01125,browse,Tablet,South,Email,Home,0.0,yes,"2025-10-27 09:58:29"
USR01126,SES01126,checkout,Desktop,South,"Google Ads",Home,0.0,yes,"2025-10-31 00:54:03"
USR01127,SES01127,add_to_cart,Mobile,West,"Google Ads",Home,0.0,yes,"2025-10-17 07:32:56"
USR01129,SES01129,browse,Mobile,East,Email,Beauty,0.0,yes,"2025-10-01 20:03:04"
USR01133,SES01133,add_to_cart,Desktop,Unknown,Email,Fashion,0.0,yes,"2025-10-16 00:10:48"
USR01136,SES01136,add_to_cart,Tablet,West,"Google Ads",Electronics,0.0,yes,"2025-10-18 04:26:44"
USR01142,SES01142,browse,Mobile,East,"Social Media",Electronics,0.0,yes,"2025-10-19 01:23:25"
USR01143,SES01143,checkout,Mobile,East,Email,Beauty,0.0,yes,"2025-10-16 10:21:46"
USR01145,SES01145,browse,Tablet,East,Organic,Beauty,0,no,"2025-10-20 12:35:03"
USR01148,SES01148,add_to_cart,Desktop,East,Organic,Electronics,0.0,yes,"2025-10-26 01:11:21"
USR01149,SES01149,browse,Mobile,South,Email,Sports,0.0,yes,"2025-10-23 03:17:57"
USR01150,SES01150,browse,Mobile,South,"Google Ads",Beauty,0.0,yes,"2025-10-10 18:32:56"
USR01151,SES01151,checkout,Tablet,South,"Google Ads",Home,0.0,yes,"2025-10-17 06:16:19"
USR01152,SES01152,add_to_cart,Tablet,North,Email,Sports,0.0,yes,"2025-10-30 07:06:51"
USR01153,SES01153,browse,Mobile,West,"Social Media",Home,0,yes,"2025-10-02 00:58:29"
USR01155,SES01155,checkout,Desktop,West,"Social Media",Fashion,0,yes,"2025-10-26 09:32:07"
USR01157,SES01157,checkout,Desktop,West,"Social Media",Home,0.0,yes,"2025-10-06 05:37:32"
USR01158,SES01158,add_to_cart,Desktop,West,"Social Media",Fashion,0.0,yes,"2025-10-12 09:38:50"
USR01159,SES01159,browse,Desktop,North,Organic,Sports,0.0,yes,"2025-10-29 05:43:55"
USR01160,SES01160,browse,Desktop,North,Email,Sports,0,yes,"2025-10-18 02:41:50"
USR01164,SES01164,browse,Mobile,West,Organic,Electronics,0.0,yes,"2025-10-20 05:34:23"
USR01167,SES01167,add_to_cart,Desktop,West,Email,Sports,0.0,yes,"2025-10-26 01:28:34"
USR01168,SES01168,checkout,Tablet,North,Email,Home,0.0,yes,"2025-10-14 06:39:31"
USR01170,SES01170,browse,Mobile,South,"Social Media",Fashion,0.0,yes,"2025-10-29 17:43:37"
USR01171,SES01171,browse,Desktop,East,Email,Beauty,0.0,yes,"2025-10-07 09:18:50"
USR01173,SES01173,add_to_cart,Mobile,Unknown,"Google Ads",Sports,0.0,yes,"2025-10-08 22:22:08"
USR01174,SES01174,browse,Desktop,Unknown,"Google Ads",Sports,0.0,yes,"2025-10-06 18:11:40"
USR01175,SES01175,browse,Mobile,South,Organic,Beauty,0.0,yes,"2025-10-24 20:22:39"
USR01177,SES01177,checkout,Mobile,North,Email,Home,0.0,yes,"2025-10-21 04:01:30"
USR01180,SES01180,add_to_cart,Tablet,Unknown,Email,Fashion,0.0,yes,"2025-10-30 16:44:24"
USR01181,SES01181,browse,Tablet,West,"Google Ads",Electronics,0.0,yes,"2025-10-16 17:53:23"
USR01185,SES01185,browse,Tablet,South,"Social Media",Beauty,0.0,yes,"2025-10-13 16:33:40"
USR01189,SES01189,add_to_cart,Desktop,North,Email,Sports,0.0,yes,"2025-10-13 01:52:08"
USR01191,SES01191,add_to_cart,Desktop,West,Organic,Fashion,0,yes,"2025-10-11 06:50:38"
USR01192,SES01192,browse,Unknown,Unknown,"Google Ads",Sports,0.0,no,"2025-10-16 21:26:17"
USR01197,SES01197,browse,Mobile,West,Email,Electronics,0.0,yes,"2025-10-31 00:01:45"
USR01201,SES01201,purchase,Tablet,South,Organic,Home,1261.74,no,"2025-10-15 15:05:43"
USR01203,SES01203,add_to_cart,Unknown,South,Email,Beauty,0.0,yes,"2025-10-29 14:27:38"
USR01206,SES01206,checkout,Mobile,North,"Social Media",Fashion,0.0,yes,"2025-10-31 04:50:43"
USR01208,SES01208,add_to_cart,Mobile,North,"Google Ads",Electronics,0.0,yes,"2025-10-24 17:27:55"
USR01209,SES01209,browse,Desktop,West,"Google Ads",Fashion,0.0,yes,"2025-10-06 06:55:13"
USR01210,SES01210,browse,Tablet,North,"Social Media",Electronics,0.0,yes,"2025-10-10 16:33:50"
USR01214,SES01214,add_to_cart,Tablet,North,Organic,Sports,0.0,yes,"2025-10-07 16:09:48"
USR01215,SES01215,add_to_cart,Mobile,West,"Social Media",Home,0.0,yes,"2025-10-06 00:00:46"
USR01217,SES01217,browse,Mobile,West,"Social Media",Home,0,yes,"2025-10-21 16:55:47"
USR01219,SES01219,browse,Desktop,South,Organic,Fashion,0.0,yes,"2025-10-17 22:01:50"
USR01220,SES01220,add_to_cart,Desktop,North,Email,Electronics,0,yes,"2025-10-02 06:41:22"
USR01229,SES01229,browse,Tablet,East,"Google Ads",Electronics,0.0,yes,"2025-10-29 06:50:20"
USR01233,SES01233,checkout,Tablet,East,"Social Media",Beauty,0,yes,"2025-10-03 00:42:09"
USR01235,SES01235,browse,Mobile,North,"Social Media",Fashion,0.0,yes,"2025-10-03 07:22:23"
USR01237,SES01237,add_to_cart,Tablet,West,Email,Electronics,0.0,yes,"2025-10-25 12:26:36"
USR01239,SES01239,browse,Mobile,East,"Google Ads",Sports,0.0,yes,"2025-10-16 22:01:51"
USR01243,SES01243,browse,Mobile,East,Email,Home,0.0,yes,"2025-10-17 09:57:40"
USR01247,SES01247,browse,Mobile,Unknown,Email,Sports,0.0,yes,"2025-10-27 12:16:47"
USR01248,SES01248,browse,Tablet,North,Email,Fashion,0.0,yes,"2025-10-14 02:54:27"
USR01249,SES01249,add_to_cart,Tablet,East,"Google Ads",Beauty,0.0,yes,"2025-10-20 10:52:02"
USR01250,SES01250,add_to_cart,Tablet,North,Email,Home,0.0,yes,"2025-10-07 04:41:08"
USR01254,SES01254,add_to_cart,Desktop,Unknown,"Google Ads",Sports,0.0,yes,"2025-10-28 07:11:39"
USR01255,SES01255,browse,Desktop,East,"Social Media",Beauty,0.0,yes,"2025-10-30 08:10:39"
USR01256,SES01256,add_to_cart,Desktop,North,Email,Beauty,0.0,yes,"2025-10-26 03:15:13"
USR01259,SES01259,add_to_cart,Desktop,West,"Social Media",Sports,0.0,yes,"2025-10-03 03:18:53"
USR01260,SES01260,add_to_cart,Desktop,North,"Google Ads",Sports,0.0,yes,"2025-10-16 01:01:14"
USR01261,SES01261,add_to_cart,Desktop,West,"Google Ads",Beauty,0.0,yes,"2025-10-23 14:45:24"
USR01262,SES01262,checkout,Tablet,South,"Google Ads",Beauty,0,yes,"2025-10-08 10:35:38"
USR01263,SES01263,add_to_cart,Desktop,North,"Social Media",Beauty,0.0,yes,"2025-10-20 13:39:17"
USR01265,SES01265,browse,Unknown,East,"Social Media",Beauty,0.0,yes,"2025-10-03 06:21:34"
USR01267,SES01267,browse,Desktop,West,"Google Ads",Fashion,0.0,yes,"2025-10-07 02:34:37"
USR01268,SES01268,checkout,Desktop,East,Organic,Beauty,0.0,no,"2025-10-25 11:42:48"
USR01269,SES01269,add_to_cart,Mobile,West,"Social Media",Fashion,0.0,yes,"2025-10-20 00:00:00"
USR01270,SES01270,add_to_cart,Mobile,East,"Google Ads",Electronics,0.0,yes,"2025-10-07 17:37:29"
USR01271,SES01271,browse,Tablet,East,"Google Ads",Beauty,0.0,yes,"2025-10-26 18:12:11"
USR01275,SES01275,checkout,Mobile,South,Organic,Home,0.0,yes,"2025-10-29 03:47:27"
USR01276,SES01276,browse,Desktop,East,Email,Fashion,0.0,yes,"2025-10-19 14:25:37"
USR01277,SES01277,add_to_cart,Mobile,South,"Google Ads",Electronics,0.0,yes,"2025-10-19 10:28:13"
USR01281,SES01281,browse,Tablet,South,"Google Ads",Beauty,0.0,yes,"2025-10-11 20:59:21"
USR01285,SES01285,browse,Desktop,West,"Google Ads",Home,0.0,yes,"2025-10-19 22:49:44"
USR01286,SES01286,add_to_cart,Tablet,Unknown,Email,Sports,0.0,yes,"2025-10-21 08:15:48"
USR01289,SES01289,add_to_cart,Mobile,West,"Social Media",Sports,0.0,yes,"2025-10-18 03:25:37"
USR01292,SES01292,browse,Tablet,Unknown,"Google Ads",Sports,0.0,yes,"2025-10-12 00:23:53"
USR01293,SES01293,checkout,Desktop,South,"Social Media",Sports,0.0,no,"2025-10-27 11:40:40"
USR01298,SES01298,browse,Mobile,South,Organic,Sports,0.0,yes,"2025-10-14 11:03:53"
USR01300,SES01300,add_to_cart,Mobile,North,Email,Sports,0.0,yes,"2025-10-25 08:46:55"
USR01302,SES01302,browse,Tablet,South,Email,Electronics,0.0,yes,"2025-10-09 03:14:19"
USR01307,SES01307,add_to_cart,Mobile,West,Email,Fashion,0.0,yes,"2025-10-18 06:41:32"
USR01309,SES01309,add_to_cart,Mobile,South,Email,Beauty,0.0,yes,"2025-10-30 08:01:59"
USR01315,SES01315,browse,Tablet,Unknown,"Google Ads",Beauty,0.0,yes,"2025-10-04 00:40:16"
USR01319,SES01319,add_to_cart,Mobile,South,Organic,Electronics,0.0,yes,"2025-10-29 07:27:44"
USR01321,SES01321,browse,Tablet,East,"Social Media",Beauty,0.0,yes,"2025-10-20 00:00:00"
USR01325,SES01325,browse,Unknown,West,Email,Sports,0.0,yes,"2025-10-23 04:31:05"
USR01326,SES01326,checkout,Mobile,South,Email,Electronics,0.0,yes,"2025-10-06 03:33:19"
USR01328,SES01328,purchase,Mobile,Unknown,Email,Sports,1803.4,no,"2025-10-05 21:47:36"
USR01332,SES01332,browse,Unknown,South,Email,Fashion,0.0,yes,"2025-10-30 11:50:32"
USR01333,SES01333,purchase,Desktop,South,Email,Fashion,586.89,no,"2025-10-31 10:00:57"
USR01334,SES01334,browse,Tablet,South,Email,Sports,0.0,yes,"2025-10-09 10:22:44"
USR01336,SES01336,checkout,Desktop,North,"Google Ads",Sports,0.0,yes,"2025-10-17 11:41:59"
