User_ID,Session_ID,Event,Timestamp,Device,Region,Channel,Product_Category,Revenue,Bounce_Flag
USR04881,SES04881,browse,2025-10-31 13:20:21,Mobile,North,Social Media,Home,0.0,Yes
USR02073,SES02073,CHECKOUT,2025-10-24 07:38:27,Mobile,West,Email,Electronics,0.0,Yes
USR03599,SES03599,BROWSE,2025-10-24 21:09:43,Mobile,West,Email,Fashion,0.0,Yes
USR05530,SES05530,ADD TO CART,2025-10-02 10:49:50,Tablet,,Social Media,Beauty,,No
USR02991,SES02991,browse,2025-10-02 17:12:13,,,Social Media,Fashion,0.0,Yes
USR01754,SES01754,CHECKOUT,2025-10-20 15:54:57,Tablet,West,Social Media,Home,0.0,Yes
USR03697,SES03697,Browse,2025-10-28 23:03:34,Tablet,East,Organic,Fashion,0.0,Yes
USR05901,SES05901,Add to Cart,2025-10-23 11:29:37,Mobile,West,Google Ads,Fashion,0.0,Yes
USR02473,SES02473,Browse,2025-10-25 02:49:57,Tablet,North,Organic  ,Fashion,0.0,Yes
USR04340,SES04340,Checkout,2025-10-08 02:13:03,Tablet,East,Social Media,Home,0.0,Yes
USR09660,SES09660,add to cart,2025-10-10 13:38:18,Tablet,West,Social Media,Sports,0.0,Yes
USR08134,SES08134,Browse,2025-10-23 07:42:34,Tablet,East,Email,Beauty,0.0,Yes
USR02810,SES02810,ADD TO CART,2025-10-05 05:21:01,Tablet,West,Google Ads,Electronics,0.0,Yes
USR09522,SES09522,Add to Cart,2025-10-25 10:37:27,Tablet,East,Google Ads,Home,0.0,No
USR03144,SES03144,Browse,2025-10-15 04:13:07,Tablet,North,Email,Home,0.0,Yes
USR08202,SES08202,browse,2025-10-08 03:28:44,Tablet,East,Email,Fashion,,Yes
USR02388,SES02388,Add to Cart,2025-10-26 15:51:09,Mobile,North,Social Media  ,Electronics,0.0,Yes
USR01530,SES01530,purchase,2025-10-25 16:56:29,,,Email,Home,-99.99,No
USR03626,SES03626,Add to Cart,2025-10-07 21:02:33,Mobile,North,Organic,Electronics,0.0,Yes
USR06561,SES06561,browse,2025-10-06 08:11:27,Desktop,South,Email,Sports,0.0,Yes
USR01869,SES01869,add to cart,10/20/2025,Tablet,North,Email,Fashion,0.0,Yes
USR06102,SES06102,Browse,2025-10-03 18:10:56,Tablet,North,Organic,Sports,0.0,Yes
USR08240,SES08240,Browse,2025-10-31 16:48:18,Tablet,East,Email,Fashion,0.0,Yes
USR05185,SES05185,Checkout,2025-10-26 23:30:56,Tablet,,Email,Home,0.0,Yes
USR06344,SES06344,Add to Cart,2025-10-12 00:48:19,Tablet,South,Email,Sports,0.0,Yes
USR04912,SES04912,Browse,2025-10-18 09:52:02,Mobile,West,Email,Fashion,0.0,Yes
USR04542,SES04542,Add to Cart,2025-10-09 11:50:40,Desktop,North,Google Ads,Beauty,0.0,No
USR06215,SES06215,Browse,2025-10-25 18:53:28,Mobile,North,Organic,Beauty,0.0,Yes
USR00293,SES00293,Add to Cart,2025-10-10 05:12:18,Tablet,South,Social Media,Fashion,,Yes
USR09828,SES09828,BROWSE,2025-10-27 12:38:58,Tablet,North,Google Ads,Home,0.0,Yes
USR09976,SES09976,Browse,2025-10-26 13:24:59,Tablet,,Google Ads,Sports,0.0,Yes
USR03820,SES03820,Browse,10/20/2025,Tablet,North,Social Media,Fashion,0.0,Yes
USR00067,SES00067,Add to Cart,2025-10-11 07:35:15,Desktop,West,Email,Sports,0.0,Yes
USR03510,SES03510,Checkout,2025-10-03 07:08:32,Desktop,South,Social Media,Beauty,0.0,Yes
USR02011,SES02011,browse,2025-10-31 16:29:28,Tablet,South,Social Media,Home,,Yes
USR05751,SES05751,Add to Cart,2025-10-26 03:51:39,Tablet,West,Social Media,Beauty,0.0,Yes
USR02766,SES02766,Add to Cart,2025-10-23 19:01:25,,East,Google Ads  ,Electronics,0.0,Yes
USR06270,SES06270,Browse,2025-10-20 18:05:27,Mobile,East,Email,Electronics,0.0,Yes
USR08870,SES08870,Browse,2025-10-29 23:10:21,Mobile,South,Email,Beauty,0.0,No
USR09913,SES09913,checkout,2025-10-26 15:08:37,Mobile,East,Organic,Fashion,,Yes
USR05939,SES05939,CHECKOUT,2025-10-14 14:37:06,Desktop,West,Social Media,Electronics,0.0,Yes
USR03066,SES03066,Checkout,2025-10-16 01:48:30,Mobile,East,Google Ads,Beauty,,No
USR05429,SES05429,Add to Cart,2025-10-19 21:18:54,Desktop,South,Google Ads,Beauty,0.0,Yes
USR05117,SES05117,Add to Cart,2025-10-09 09:17:43,,South,Organic  ,Fashion,0.0,Yes
USR00022,SES00022,add to cart,2025-10-12 05:32:26,Mobile,East,Google Ads,Sports,0.0,Yes
USR06033,SES06033,add to cart,10/20/2025,Desktop,North,Email  ,Home,0.0,Yes
USR01300,SES01300,Add to Cart,2025-10-25 08:46:55,Mobile,North,Email,Sports,0.0,Yes
USR03326,SES03326,Browse,2025-10-12 14:42:40,Desktop,East,Google Ads,Electronics,0.0,Yes
USR05400,SES05400,BROWSE,2025-10-07 15:23:29,Desktop,South,Google Ads,Beauty,0.0,Yes
USR03159,SES03159,ADD TO CART,10/20/2025,Mobile,,Organic,Fashion,0.0,Yes
USR04287,SES04287,BROWSE,2025-10-14 12:51:13,Desktop,West,Email,Home,0.0,Yes
USR06497,SES06497,Checkout,10/20/2025,Desktop,North,Google Ads,Home,0.0,No
USR04552,SES04552,Browse,2025-10-24 10:00:17,Desktop,South,Organic,Home,0.0,Yes
USR03851,SES03851,Browse,2025-10-14 19:17:38,Mobile,West,Email,Electronics,,Yes
USR06581,SES06581,Browse,2025-10-10 12:03:18,Tablet,North,Email,Fashion,0.0,Yes
USR05018,SES05018,add to cart,2025-10-20 20:45:26,Mobile,South,Social Media,Beauty,0.0,Yes
USR00462,SES00462,Add to Cart,2025-10-25 14:51:53,Desktop,South,Google Ads,Beauty,0.0,Yes
USR01065,SES01065,Browse,2025-10-25 15:34:51,,South,Google Ads,Fashion,,Yes
USR08623,SES08623,Add to Cart,2025-10-27 04:01:45,,East,Email,Electronics,0.0,Yes
USR08841,SES08841,Add to Cart,2025-10-18 22:30:51,,South,Social Media,Home,0.0,Yes
USR09810,SES09810,Browse,2025-10-11 15:07:37,Mobile,North,Organic,Beauty,0.0,Yes
USR05352,SES05352,Add to Cart,2025-10-04 09:41:15,,East,Social Media,Sports,0.0,Yes
USR02910,SES02910,Checkout,2025-10-23 09:01:35,Desktop,South,Email,Home,0.0,Yes
USR07121,SES07121,PURCHASE,2025-10-07 17:47:23,Desktop,South,Social Media,Sports,304.44,No
USR02419,SES02419,Browse,2025-10-07 06:51:09,Desktop,East,Google Ads,Home,0.0,Yes
USR04952,SES04952,checkout,2025-10-24 01:08:49,Desktop,East,Organic  ,Sports,,Yes
USR01678,SES01678,Browse,2025-10-09 20:33:21,Tablet,,Google Ads,Beauty,0.0,Yes
USR05699,SES05699,Browse,2025-10-08 02:54:01,Tablet,North,Organic,Home,0.0,Yes
USR03225,SES03225,Checkout,2025-10-21 12:46:45,Mobile,South,Organic,Home,0.0,Yes
USR08906,SES08906,browse,2025-10-10 02:58:01,Mobile,West,Social Media,Electronics,999999.0,Yes
USR04399,SES04399,add to cart,2025-10-09 00:26:07,Desktop,North,Social Media,Home,0.0,Yes
USR06541,SES06541,Browse,2025-10-04 21:02:45,Mobile,West,Google Ads,Home,0.0,Yes
USR05330,SES05330,Add to Cart,2025-10-18 21:51:15,Tablet,,Email,Home,0.0,Yes
USR04279,SES04279,Browse,2025-10-06 19:30:33,Desktop,North,Organic,Beauty,0.0,Yes
USR04641,SES04641,Purchase,2025-10-09 20:33:50,Desktop,North,Social Media,Electronics,1558.3,No
USR01056,SES01056,Browse,2025-10-05 01:39:49,,East,Organic,Beauty,0.0,Yes
USR01887,SES01887,ADD TO CART,2025-10-11 19:23:42,Tablet,West,Google Ads  ,Beauty,0.0,Yes
USR02842,SES02842,Browse,2025-10-06 05:18:26,Tablet,North,Google Ads,Home,0.0,Yes
USR03482,SES03482,Browse,2025-10-12 22:50:55,Desktop,West,Organic,Beauty,0.0,Yes
USR01650,SES01650,Browse,2025-10-04 21:46:00,Mobile,West,Google Ads,Fashion,0.0,Yes
USR01595,SES01595,browse,2025-10-04 12:09:55,Mobile,West,Organic,Electronics,0.0,No
USR09419,SES09419,Add to Cart,2025-10-12 12:31:49,Mobile,South,Google Ads,Sports,,Yes
USR01281,SES01281,BROWSE,2025-10-11 20:59:21,Tablet,South,Google Ads  ,Beauty,0.0,Yes
USR02775,SES02775,Checkout,2025-10-17 13:28:28,Tablet,West,Google Ads,Electronics,0.0,No
USR00205,SES00205,CHECKOUT,2025-10-18 20:55:38,,West,Social Media,Fashion,,Yes
USR00182,SES00182,Checkout,2025-10-18 06:29:10,Desktop,West,Social Media,Beauty,,Yes
USR09578,SES09578,Purchase,2025-10-27 23:55:04,Tablet,East,Google Ads,Electronics,1336.82,No
USR02417,SES02417,BROWSE,2025-10-08 09:49:03,Tablet,South,Organic,Home,,Yes
USR03407,SES03407,Add to Cart,2025-10-23 07:31:07,Mobile,South,Google Ads,Fashion,0.0,Yes
USR07643,SES07643,BROWSE,2025-10-27 23:02:57,Desktop,West,Social Media,Fashion,0.0,Yes
USR00791,SES00791,Browse,2025-10-21 10:00:39,Desktop,South,Social Media,Electronics,0.0,Yes
USR04985,SES04985,add to cart,2025-10-16 18:02:09,,West,Social Media,Sports,0.0,Yes
USR09038,SES09038,ADD TO CART,2025-10-20 07:59:18,Tablet,West,Google Ads,Fashion,0.0,No
USR07343,SES07343,browse,2025-10-04 17:41:42,Mobile,North,Google Ads,Electronics,0.0,No
USR00838,SES00838,Checkout,2025-10-05 21:41:34,Desktop,West,Social Media  ,Home,,No
USR03378,SES03378,Browse,10/20/2025,Desktop,West,Organic,Fashion,0.0,Yes
USR04370,SES04370,ADD TO CART,2025-10-07 02:35:37,Desktop,West,Organic,Fashion,,Yes
USR09548,SES09548,Browse,2025-10-18 08:20:56,Desktop,West,Social Media,Beauty,0.0,Yes
USR08338,SES08338,Checkout,2025-10-31 15:03:47,Mobile,North,Google Ads,Beauty,0.0,Yes
USR03074,SES03074,Add to Cart,2025-10-12 03:52:41,Desktop,West,Email,Fashion,0.0,Yes
USR00056,SES00056,Browse,2025-10-12 03:30:45,Tablet,,Email,Sports,0.0,Yes
USR02909,SES02909,Add to Cart,2025-10-07 10:46:38,Mobile,,Google Ads,Beauty,0.0,No
USR03298,SES03298,Add to Cart,2025-10-24 12:41:00,Desktop,West,Google Ads,Home,0.0,Yes
USR06987,SES06987,Browse,2025-10-06 18:36:42,Mobile,North,Google Ads,Home,0.0,Yes
USR05717,SES05717,Browse,2025-10-10 17:42:32,,East,Google Ads,Beauty,0.0,No
USR08031,SES08031,browse,2025-10-14 20:21:57,Desktop,,Organic,Sports,0.0,Yes
USR06923,SES06923,add to cart,2025-10-29 09:03:56,Tablet,West,Google Ads,Home,0.0,Yes
USR00311,SES00311,Browse,2025-10-23 13:27:05,Desktop,South,Organic,Sports,0.0,Yes
USR08485,SES08485,ADD TO CART,2025-10-12 15:25:43,Tablet,South,Social Media,Fashion,0.0,Yes
USR07918,SES07918,Checkout,2025-10-19 17:33:02,Mobile,,Organic,Beauty,0.0,Yes
USR02016,SES02016,Browse,2025-10-22 02:05:47,Desktop,West,Email,Home,0.0,Yes
USR07930,SES07930,ADD TO CART,2025-10-21 06:12:55,Mobile,West,Google Ads,Electronics,0.0,Yes
USR08373,SES08373,Checkout,2025-10-19 06:13:03,Tablet,West,Email,Beauty,0.0,Yes
USR05426,SES05426,Browse,2025-10-06 12:14:57,Desktop,West,Email,Beauty,0.0,Yes
USR08447,SES08447,Browse,2025-10-31 02:01:32,Tablet,West,Organic,Beauty,0.0,Yes
USR07097,SES07097,checkout,10/20/2025,Mobile,North,Google Ads,Home,0.0,No
USR00586,SES00586,Browse,2025-10-29 02:29:46,Desktop,East,Google Ads,Beauty,0.0,Yes
USR07920,SES07920,Browse,2025-10-21 19:03:29,Mobile,South,Social Media,Beauty,0.0,Yes
USR02627,SES02627,Add to Cart,2025-10-24 22:11:39,Mobile,East,Social Media,Electronics,0.0,Yes
USR07390,SES07390,add to cart,10/20/2025,Desktop,North,Google Ads,Electronics,0.0,Yes
USR04640,SES04640,Add to Cart,2025-10-11 14:34:37,Mobile,,Google Ads,Home,0.0,No
USR09516,SES09516,CHECKOUT,2025-10-14 17:23:28,,North,Social Media,Fashion,,Yes
USR01044,SES01044,CHECKOUT,2025-10-30 05:02:54,Tablet,South,Google Ads,Fashion,0.0,Yes
USR08855,SES08855,Purchase,2025-10-18 14:06:04,Mobile,South,Google Ads,Electronics,1249.31,No
USR05374,SES05374,browse,2025-10-04 21:23:04,Desktop,East,Email,Sports,0.0,Yes
USR04637,SES04637,ADD TO CART,2025-10-09 02:39:08,Desktop,South,Google Ads,Beauty,0.0,Yes
USR03551,SES03551,Checkout,2025-10-21 01:45:12,Desktop,,Social Media  ,Fashion,-99.99,No
USR04835,SES04835,add to cart,2025-10-28 13:06:22,Mobile,South,Social Media,Fashion,0.0,Yes
USR04672,SES04672,Browse,2025-10-13 18:32:00,Mobile,,Google Ads,Home,0.0,Yes
USR03790,SES03790,Purchase,2025-10-27 09:38:05,Tablet,North,Google Ads  ,Sports,856.19,No
USR01918,SES01918,BROWSE,2025-10-13 11:50:48,Desktop,East,Organic,Beauty,0.0,Yes
USR08892,SES08892,Browse,2025-10-02 01:52:56,Mobile,North,Organic,Fashion,0.0,Yes
USR09046,SES09046,Browse,2025-10-25 16:18:26,Mobile,,Organic,Beauty,0.0,Yes
USR02098,SES02098,Browse,2025-10-19 22:00:45,Tablet,South,Social Media,Sports,0.0,Yes
USR07722,SES07722,Checkout,2025-10-17 16:11:08,Desktop,North,Organic,Fashion,,Yes
USR08716,SES08716,Browse,2025-10-07 16:40:33,Tablet,West,Email,Home,0.0,Yes
USR08141,SES08141,Browse,2025-10-24 23:02:28,Mobile,West,Email,Sports,0.0,Yes
USR01423,SES01423,Add to Cart,2025-10-09 06:24:01,Desktop,,Email  ,Fashion,0.0,Yes
USR07160,SES07160,add to cart,2025-10-19 22:19:27,Desktop,South,Social Media  ,Beauty,0.0,Yes
USR08947,SES08947,Add to Cart,10/20/2025,Desktop,North,Organic,Fashion,0.0,Yes
USR04787,SES04787,Browse,2025-10-31 17:25:20,Desktop,West,Google Ads,Home,0.0,Yes
USR02026,SES02026,browse,2025-10-08 01:24:56,,South,Google Ads,Beauty,0.0,No
USR06578,SES06578,add to cart,2025-10-02 23:41:14,Desktop,West,Google Ads  ,Home,0.0,Yes
USR06026,SES06026,Add to Cart,2025-10-10 21:58:06,Tablet,West,Social Media,Home,0.0,Yes
USR01743,SES01743,Add to Cart,2025-10-21 06:03:23,Desktop,,Google Ads,Home,0.0,Yes
USR05959,SES05959,browse,2025-10-05 04:24:32,Mobile,West,Organic,Fashion,,Yes
USR09220,SES09220,Add to Cart,2025-10-28 23:56:46,Desktop,North,Email,Electronics,0.0,Yes
USR02693,SES02693,add to cart,2025-10-19 06:55:29,Mobile,East,Organic,Electronics,0.0,Yes
USR09279,SES09279,ADD TO CART,2025-10-24 05:48:43,Mobile,North,Email,Home,0.0,Yes
USR00713,SES00713,CHECKOUT,2025-10-25 01:52:24,Mobile,East,Social Media,Beauty,999999.0,No
USR03478,SES03478,Browse,2025-10-27 11:55:48,Desktop,South,Social Media,Fashion,0.0,Yes
USR03032,SES03032,Browse,2025-10-12 21:41:11,Desktop,,Google Ads,Home,0.0,Yes
USR05348,SES05348,Checkout,2025-10-07 20:09:27,Mobile,South,Google Ads,Sports,0.0,No
USR09519,SES09519,Add to Cart,2025-10-31 13:47:35,Tablet,North,Social Media,Sports,,No
USR05102,SES05102,Browse,2025-10-24 01:01:21,Mobile,East,Organic,Sports,0.0,Yes
USR06273,SES06273,Browse,10/20/2025,Desktop,East,Social Media,Home,0.0,No
USR06800,SES06800,browse,2025-10-09 22:18:19,Mobile,South,Organic,Electronics,0.0,Yes
USR02276,SES02276,Add to Cart,2025-10-21 04:31:55,Desktop,North,Email,Fashion,0.0,Yes
USR00765,SES00765,Browse,2025-10-20 07:15:38,Mobile,East,Social Media,Home,0.0,Yes
USR08243,SES08243,Browse,2025-10-30 00:57:27,Mobile,South,Google Ads,Electronics,,Yes
USR01781,SES01781,Add to Cart,2025-10-11 08:18:10,,North,Email,Sports,0.0,Yes
USR00571,SES00571,Add to Cart,2025-10-05 15:56:32,Mobile,South,Email,Fashion,0.0,No
USR00473,SES00473,Browse,2025-10-23 06:52:26,Mobile,North,Google Ads,Home,0.0,Yes
USR07982,SES07982,Browse,2025-10-06 17:45:11,Tablet,South,Organic,Fashion,0.0,Yes
USR00218,SES00218,Purchase,2025-10-22 12:09:22,Tablet,North,Social Media,Home,905.64,No
USR02521,SES02521,Browse,2025-10-22 04:45:36,,North,Email,Electronics,,Yes
USR02242,SES02242,Browse,2025-10-10 02:49:48,Mobile,West,Email,Fashion,0.0,Yes
USR06616,SES06616,Add to Cart,2025-10-13 17:15:25,Tablet,West,Social Media  ,Home,0.0,Yes
USR02610,SES02610,Browse,2025-10-25 22:53:20,Mobile,East,Organic,Electronics,0.0,Yes
USR03129,SES03129,browse,2025-10-16 14:44:03,Desktop,,Email,Sports,0.0,Yes
USR08171,SES08171,CHECKOUT,2025-10-15 00:00:14,Mobile,West,Organic,Home,0.0,No
USR07267,SES07267,Checkout,2025-10-30 04:51:47,Tablet,North,Social Media,Electronics,0.0,No
USR08862,SES08862,browse,2025-10-08 14:43:11,Tablet,North,Email,Electronics,0.0,Yes
USR07837,SES07837,Checkout,2025-10-03 17:05:32,Desktop,North,Social Media,Electronics,0.0,No
USR02885,SES02885,BROWSE,2025-10-01 22:18:11,,,Social Media,Fashion,0.0,Yes
USR03068,SES03068,Browse,2025-10-19 18:25:55,Desktop,West,Google Ads,Fashion,,Yes
USR02343,SES02343,Add to Cart,2025-10-21 13:38:29,Tablet,North,Social Media  ,Beauty,0.0,Yes
USR08651,SES08651,add to cart,2025-10-27 13:24:23,Desktop,East,Email,Fashion,0.0,Yes
USR09965,SES09965,Browse,2025-10-03 17:17:23,Desktop,South,Google Ads,Fashion,0.0,Yes
USR09018,SES09018,Checkout,2025-10-02 14:50:17,Desktop,East,Organic,Home,0.0,No
USR03524,SES03524,Add to Cart,2025-10-14 11:17:49,Desktop,West,Google Ads,Beauty,0.0,Yes
USR06160,SES06160,Add to Cart,10/20/2025,Tablet,North,Email,Electronics,,Yes
USR01500,SES01500,Browse,2025-10-22 19:26:02,Desktop,South,Email,Fashion,,Yes
USR02273,SES02273,Purchase,2025-10-05 01:10:01,Desktop,South,Email,Sports,1780.84,No
USR00174,SES00174,Add to Cart,2025-10-15 13:10:06,,North,Organic  ,Sports,0.0,Yes
USR06557,SES06557,Browse,2025-10-03 10:09:58,Desktop,North,Social Media,Beauty,0.0,Yes
USR09047,SES09047,Add to Cart,2025-10-21 17:44:56,Tablet,North,Social Media,Electronics,,Yes
USR05761,SES05761,Checkout,2025-10-27 14:22:13,Tablet,West,Social Media,Sports,0.0,Yes
USR05727,SES05727,Browse,2025-10-26 10:44:03,Mobile,East,Google Ads,Home,0.0,Yes
USR00476,SES00476,Browse,2025-10-28 08:23:30,Tablet,East,Google Ads,Home,0.0,Yes
USR03775,SES03775,CHECKOUT,10/20/2025,Mobile,North,Google Ads,Fashion,0.0,Yes
USR05695,SES05695,CHECKOUT,2025-10-15 02:54:02,Mobile,West,Social Media  ,Fashion,0.0,Yes
USR02550,SES02550,Browse,2025-10-29 13:21:08,Tablet,East,Email,Electronics,0.0,Yes
USR04372,SES04372,browse,2025-10-30 10:38:40,Mobile,North,Organic,Beauty,0.0,No
USR09421,SES09421,add to cart,2025-10-12 04:30:55,Desktop,West,Email,Fashion,0.0,Yes
USR05955,SES05955,Add to Cart,2025-10-22 10:44:46,Desktop,North,Google Ads,Fashion,0.0,No
USR07031,SES07031,CHECKOUT,2025-10-25 23:08:18,Mobile,South,Email,Home,,Yes
USR04824,SES04824,BROWSE,2025-10-22 20:49:27,Desktop,West,Organic,Sports,0.0,Yes
USR04538,SES04538,BROWSE,2025-10-09 16:51:31,Desktop,East,Email,Beauty,0.0,Yes
USR06701,SES06701,Browse,2025-10-31 14:22:00,Desktop,West,Email,Sports,0.0,Yes
USR06357,SES06357,CHECKOUT,2025-10-26 20:21:37,Desktop,West,Google Ads  ,Beauty,0.0,No
USR05412,SES05412,Browse,2025-10-23 10:42:51,Desktop,North,Google Ads,Sports,0.0,Yes
USR03455,SES03455,Browse,2025-10-16 13:27:34,Desktop,South,Social Media,Beauty,0.0,Yes
USR04967,SES04967,Browse,2025-10-07 18:25:10,Mobile,South,Google Ads,Electronics,,Yes
USR06247,SES06247,Add to Cart,2025-10-02 22:00:08,Desktop,East,Organic,Beauty,0.0,Yes
USR02508,SES02508,Add to Cart,2025-10-18 02:28:24,Desktop,North,Email  ,Beauty,0.0,Yes
USR06813,SES06813,ADD TO CART,10/20/2025,,East,Organic,Fashion,0.0,Yes
USR01243,SES01243,Browse,2025-10-17 09:57:40,Mobile,East,Email,Home,0.0,Yes
USR05032,SES05032,Browse,2025-10-30 15:18:43,Mobile,South,Social Media,Home,0.0,Yes
USR04925,SES04925,Add to Cart,2025-10-31 08:03:47,Mobile,East,Organic,Beauty,0.0,Yes
USR09685,SES09685,Checkout,2025-10-09 23:13:58,Desktop,West,Organic,Beauty,0.0,Yes
USR00972,SES00972,purchase,2025-10-25 16:38:25,Desktop,East,Google Ads  ,Beauty,974.68,No
USR09291,SES09291,Browse,2025-10-08 02:28:48,Mobile,East,Organic,Fashion,0.0,Yes
USR06547,SES06547,Add to Cart,2025-10-27 12:01:19,Desktop,North,Social Media  ,Fashion,0.0,Yes
USR00557,SES00557,Browse,2025-10-21 04:44:59,Desktop,South,Google Ads,Electronics,0.0,Yes
USR00640,SES00640,BROWSE,2025-10-21 03:56:05,Desktop,West,Social Media,Electronics,0.0,Yes
USR05704,SES05704,Add to Cart,2025-10-08 04:48:32,,East,Social Media,Electronics,0.0,Yes
USR06156,SES06156,PURCHASE,2025-10-14 18:11:55,,North,Social Media,Fashion,903.33,No
USR09770,SES09770,Checkout,2025-10-25 06:14:14,Tablet,West,Organic,Beauty,,No
USR00224,SES00224,checkout,2025-10-12 02:57:55,Desktop,West,Email,Electronics,0.0,Yes
USR05501,SES05501,Browse,2025-10-19 22:34:27,Desktop,South,Organic,Electronics,0.0,Yes
USR08662,SES08662,browse,10/20/2025,Tablet,East,Google Ads,Beauty,0.0,Yes
USR01983,SES01983,Browse,2025-10-31 12:27:38,Mobile,North,Organic,Fashion,,Yes
USR01350,SES01350,add to cart,2025-10-30 17:38:34,Tablet,South,Social Media,Electronics,0.0,Yes
USR02675,SES02675,CHECKOUT,2025-10-27 05:59:01,Mobile,East,Email,Fashion,0.0,Yes
USR06515,SES06515,Checkout,2025-10-03 00:39:31,Tablet,North,Email,Sports,0.0,Yes
USR07948,SES07948,Checkout,2025-10-22 16:38:28,Desktop,North,Organic,Home,0.0,No
USR03042,SES03042,Add to Cart,2025-10-18 10:57:20,Desktop,East,Social Media,Sports,0.0,Yes
USR00143,SES00143,browse,2025-10-11 06:52:10,,,Google Ads,Electronics,0.0,Yes
USR07278,SES07278,Browse,2025-10-20 04:16:51,Desktop,West,Email,Sports,0.0,Yes
USR08379,SES08379,Browse,2025-10-11 18:41:57,Desktop,West,Organic,Electronics,0.0,Yes
USR01949,SES01949,Add to Cart,2025-10-19 20:56:47,Desktop,East,Organic,Sports,0.0,Yes
USR02920,SES02920,Browse,2025-10-19 04:29:14,Tablet,North,Email,Fashion,0.0,Yes
USR09470,SES09470,BROWSE,2025-10-30 00:57:40,Mobile,East,Email,Electronics,0.0,Yes
USR07757,SES07757,Browse,2025-10-30 08:30:54,,South,Email,Home,0.0,Yes
USR03187,SES03187,Browse,2025-10-18 09:08:08,Mobile,North,Social Media,Fashion,,Yes
USR02702,SES02702,Browse,2025-10-18 11:48:10,Desktop,North,Email,Sports,0.0,Yes
USR01270,SES01270,Browse,2025-10-07 17:35:29,Desktop,West,Social Media,Fashion,0.0,Yes
USR09025,SES09025,ADD TO CART,2025-10-02 19:31:37,Tablet,East,Email,Beauty,0.0,Yes
USR07998,SES07998,Checkout,2025-10-25 11:57:41,Desktop,North,Social Media,Beauty,0.0,Yes
USR06381,SES06381,Purchase,2025-10-18 07:35:05,Mobile,North,Social Media,Electronics,1258.41,No
USR07319,SES07319,Browse,2025-10-22 19:43:06,Desktop,North,Social Media,Fashion,0.0,No
USR09673,SES09673,Browse,2025-10-23 00:25:52,Tablet,East,Email,Sports,0.0,Yes
USR06682,SES06682,BROWSE,2025-10-29 13:53:28,,West,Email,Sports,0.0,Yes
USR09946,SES09946,Checkout,2025-10-07 04:03:08,Tablet,North,Google Ads,Sports,0.0,Yes
USR09707,SES09707,Add to Cart,2025-10-09 01:47:22,Mobile,East,Organic,Sports,0.0,Yes
USR07502,SES07502,Browse,2025-10-20 16:11:08,Desktop,North,Google Ads,Sports,0.0,Yes
USR04726,SES04726,Browse,2025-10-24 10:19:14,Tablet,South,Organic,Sports,0.0,Yes
USR06827,SES06827,Browse,2025-10-27 07:10:42,Desktop,,Organic,Electronics,0.0,Yes
USR05294,SES05294,browse,2025-10-19 12:59:31,Mobile,North,Google Ads,Fashion,0.0,Yes
USR07704,SES07704,Browse,2025-10-17 15:29:41,Tablet,East,Google Ads,Home,,Yes
USR06467,SES06467,browse,2025-10-09 06:43:17,,West,Social Media,Beauty,0.0,Yes
USR05707,SES05707,Browse,2025-10-16 08:12:10,Tablet,West,Social Media,Electronics,0.0,Yes
USR01486,SES01486,Checkout,2025-10-17 05:07:53,Tablet,South,Google Ads,Fashion,0.0,No
USR05556,SES05556,Checkout,2025-10-09 09:45:14,Desktop,East,Google Ads,Beauty,0.0,No
USR01963,SES01963,add to cart,2025-10-08 22:28:56,Mobile,North,Google Ads,Sports,0.0,Yes
USR03079,SES03079,purchase,2025-10-16 01:43:49,Mobile,West,Email  ,Sports,396.68,No
USR05989,SES05989,CHECKOUT,2025-10-14 07:03:40,Mobile,,Email,Sports,,Yes
USR02658,SES02658,CHECKOUT,2025-10-30 04:10:49,Tablet,South,Email,Home,0.0,Yes
USR01653,SES01653,Checkout,2025-10-21 16:30:02,Tablet,West,Organic,Beauty,0.0,No
USR01167,SES01167,Add to Cart,2025-10-26 01:28:34,Desktop,West,Email,Sports,0.0,Yes
USR03859,SES03859,Browse,2025-10-10 10:41:03,Mobile,East,Google Ads,Sports,-99.99,Yes
USR04823,SES04823,Browse,2025-10-28 08:54:20,Tablet,North,Organic  ,Beauty,0.0,Yes
USR01656,SES01656,CHECKOUT,2025-10-10 07:15:22,Tablet,South,Organic,Electronics,0.0,No
USR02397,SES02397,add to cart,2025-10-23 14:26:51,Tablet,East,Email,Beauty,0.0,Yes
USR09910,SES09910,Browse,2025-10-13 06:42:48,Desktop,South,Email,Beauty,0.0,Yes
USR05278,SES05278,ADD TO CART,2025-10-05 01:30:16,Mobile,North,Social Media,Beauty,0.0,Yes
USR05449,SES05449,Checkout,2025-10-30 04:18:07,Mobile,South,Organic,Beauty,0.0,Yes
USR00219,SES00219,PURCHASE,2025-10-25 08:35:04,Mobile,North,Google Ads,Home,1769.81,No
USR04437,SES04437,BROWSE,2025-10-18 11:01:38,Desktop,East,Google Ads,Sports,0.0,No
USR05803,SES05803,Add to Cart,2025-10-15 13:29:24,Desktop,South,Organic  ,Fashion,0.0,Yes
USR09208,SES09208,Purchase,2025-10-08 17:00:39,Mobile,East,Organic  ,Fashion,1852.05,No
USR08132,SES08132,Checkout,2025-10-28 21:46:42,Desktop,,Social Media  ,Beauty,0.0,No
